Year,Week,VHI,Province_ID,Province_Name
1996,8,44.4,21,Хмельницька
1996,9,44.08,21,Хмельницька
1996,10,42.14,21,Хмельницька
1996,11,40.36,21,Хмельницька
1996,12,39.78,21,Хмельницька
1996,13,40.38,21,Хмельницька
1996,14,42.2,21,Хмельницька
1996,15,41.37,21,Хмельницька
1996,16,38.28,21,Хмельницька
1996,17,36.66,21,Хмельницька
1996,18,34.49,21,Хмельницька
1996,19,35.71,21,Хмельницька
1996,20,34.53,21,Хмельницька
1996,21,30.49,21,Хмельницька
1996,22,28.97,21,Хмельницька
1996,23,27.93,21,Хмельницька
1996,24,27.42,21,Хмельницька
1996,25,30.81,21,Хмельницька
1996,26,35.62,21,Хмельницька
1996,27,42.22,21,Хмельницька
1996,28,48.17,21,Хмельницька
1996,29,52.14,21,Хмельницька
1996,30,55.99,21,Хмельницька
1996,31,57.12,21,Хмельницька
1996,32,56.77,21,Хмельницька
1996,33,56.29,21,Хмельницька
1996,34,55.07,21,Хмельницька
1996,35,55.24,21,Хмельницька
1996,36,55.62,21,Хмельницька
1996,37,55.84,21,Хмельницька
1996,38,55.01,21,Хмельницька
1996,39,53.98,21,Хмельницька
1996,40,49.0,21,Хмельницька
1996,41,43.32,21,Хмельницька
1996,42,40.02,21,Хмельницька
1996,43,39.99,21,Хмельницька
1996,44,36.42,21,Хмельницька
1996,45,33.48,21,Хмельницька
1996,46,35.04,21,Хмельницька
1996,47,37.79,21,Хмельницька
1996,48,39.49,21,Хмельницька
1996,49,38.09,21,Хмельницька
1996,50,36.21,21,Хмельницька
1996,51,33.46,21,Хмельницька
1996,52,31.13,21,Хмельницька
1997,1,29.78,21,Хмельницька
1997,2,30.82,21,Хмельницька
1997,3,33.22,21,Хмельницька
1997,4,35.86,21,Хмельницька
1997,5,38.6,21,Хмельницька
1997,6,41.34,21,Хмельницька
1997,7,43.45,21,Хмельницька
1997,8,44.62,21,Хмельницька
1997,9,45.92,21,Хмельницька
1997,10,46.7,21,Хмельницька
1997,11,45.11,21,Хмельницька
1997,12,44.78,21,Хмельницька
1997,13,43.1,21,Хмельницька
1997,14,40.1,21,Хмельницька
1997,15,37.08,21,Хмельницька
1997,16,36.26,21,Хмельницька
1997,17,36.34,21,Хмельницька
1997,18,37.03,21,Хмельницька
1997,19,39.25,21,Хмельницька
